id,key,value,type
1517909601,power,tower,regular
1517909605,power,tower,regular
1517909608,power,tower,regular
1517909613,power,tower,regular
1517909617,power,tower,regular
1517909627,power,tower,regular
1517909631,power,tower,regular
1517909634,power,tower,regular
1517909636,power,tower,regular
1517909650,power,tower,regular
1517909651,power,tower,regular
1517909652,power,tower,regular
1517909653,power,tower,regular
1517909654,power,tower,regular
1517909659,power,tower,regular
1517909662,power,tower,regular
1517909666,power,tower,regular
1517909670,power,tower,regular
1517909673,power,tower,regular
1517909675,power,tower,regular
1517909678,power,tower,regular
1517909680,power,tower,regular
1517909685,power,tower,regular
1517909686,power,tower,regular
1517909687,power,tower,regular
1517909688,power,tower,regular
1517909701,power,tower,regular
1517909702,power,tower,regular
1517909703,power,tower,regular
1517909704,power,tower,regular
1517909708,power,tower,regular
1517909710,power,tower,regular
1517909713,power,tower,regular
1517909716,power,tower,regular
1517909727,power,tower,regular
1517909729,power,tower,regular
1517909732,power,tower,regular
1517909734,power,tower,regular
1517909737,power,tower,regular
1517909738,power,tower,regular
1517909739,power,tower,regular
1517909742,power,tower,regular
1517909745,power,tower,regular
1517909753,power,tower,regular
1517909754,power,tower,regular
1517909757,power,tower,regular
1517909758,power,tower,regular
1517909759,power,tower,regular
1517909760,power,tower,regular
1517909762,power,tower,regular
1517909763,power,tower,regular
1517909764,power,tower,regular
1517909766,power,tower,regular
1517909768,power,tower,regular
1517909770,power,tower,regular
1517909772,power,tower,regular
1517909773,power,tower,regular
1517909774,power,tower,regular
1545721824,railway,station,regular
1545721824,railway,station,regular
1545721824,railway,station,regular
1545721827,kn,ಸರ್ಖೇಜ್,name
1545721827,kn,ಸರ್ಖೇಜ್,name
1545721827,kn,ಸರ್ಖೇಜ್,name
1559491365,place,suburb,regular
1559491365,place,suburb,regular
1560819593,place,suburb,regular
1560819593,place,suburb,regular
1561520723,amenity,fast_food,regular
1561520723,amenity,fast_food,regular
1561520728,operator,National Institute of Design,regular
1561520728,operator,National Institute of Design,regular
1561520728,operator,National Institute of Design,regular
1561520728,operator,National Institute of Design,regular
1561520747,tourism,attraction,regular
1561520747,tourism,attraction,regular
1561520750,natural,tree,regular
1561520750,natural,tree,regular
1561520752,natural,tree,regular
1561520752,natural,tree,regular
1561520753,natural,tree,regular
1561520753,natural,tree,regular
1561520755,natural,tree,regular
1561520755,natural,tree,regular
1561520758,natural,tree,regular
1561520758,natural,tree,regular
1561520774,natural,tree,regular
1561520774,natural,tree,regular
1691619605,shop,garden_centre,regular
1691619605,shop,garden_centre,regular
1708317787,housename,SarrahRaj Enterprise Pvt. Ltd.,addr
1708317787,housename,SarrahRaj Enterprise Pvt. Ltd.,addr
1708317787,housename,SarrahRaj Enterprise Pvt. Ltd.,addr
1708317787,housename,SarrahRaj Enterprise Pvt. Ltd.,addr
1737389434,power,tower,regular
1746677973,operator,HP,regular
1746677973,operator,HP,regular
1746677973,operator,HP,regular
1746677973,operator,HP,regular
1746678858,operator,Indian Bank,regular
1746678858,operator,Indian Bank,regular
1746678859,wikidata,Q2003789,brand
1746678859,wikidata,Q2003789,brand
1746678859,wikidata,Q2003789,brand
1746678859,wikidata,Q2003789,brand
1746678859,wikidata,Q2003789,brand
1746678859,wikidata,Q2003789,brand
1746678859,wikidata,Q2003789,brand
1746679744,street,S G Highway,addr
1746679744,street,S G Highway,addr
1746679744,street,S G Highway,addr
1746708884,tourism,hotel,regular
1746708884,tourism,hotel,regular
1746708885,operator,State Bank of India,regular
1746708885,operator,State Bank of India,regular
1746708886,tourism,hotel,regular
1746708886,tourism,hotel,regular
1746708887,amenity,school,regular
1746708887,amenity,school,regular
1779042061,mini_roundabout,unknown,regular
1779042061,mini_roundabout,unknown,regular
1779070964,leisure,park,regular
1779070964,leisure,park,regular
1779118412,amenity,restaurant,regular
1779118412,amenity,restaurant,regular
1779119065,amenity,pharmacy,regular
1779119065,amenity,pharmacy,regular
1779126826,wikidata,Q1340361,brand
1779126826,wikidata,Q1340361,brand
1779126826,wikidata,Q1340361,brand
1779126826,wikidata,Q1340361,brand
1779126826,wikidata,Q1340361,brand
1779126826,wikidata,Q1340361,brand
1779228522,amenity,school,regular
1779228522,amenity,school,regular
1779260093,highway,traffic_signals,regular
1779260094,highway,traffic_signals,regular
1779260095,highway,traffic_signals,regular
1779260096,highway,traffic_signals,regular
1781756906,amenity,school,regular
1781756906,amenity,school,regular
1781762768,emergency,yes,regular
1781762768,emergency,yes,regular
1781762768,emergency,yes,regular
1781763048,wikidata,Q2003789,brand
1781763048,wikidata,Q2003789,brand
1781763048,wikidata,Q2003789,brand
1781763048,wikidata,Q2003789,brand
1781763048,wikidata,Q2003789,brand
1781763048,wikidata,Q2003789,brand
1781763048,wikidata,Q2003789,brand
1781763832,amenity,fuel,regular
1781763832,amenity,fuel,regular
1781764967,amenity,hospital,regular
1781764967,amenity,hospital,regular
1782729611,public_transport,stop_position,regular
1782729611,public_transport,stop_position,regular
1784529282,highway,traffic_signals,regular
1784529286,highway,traffic_signals,regular
1784529287,highway,traffic_signals,regular
1784529293,highway,traffic_signals,regular
1784569659,highway,traffic_signals,regular
1784569660,highway,traffic_signals,regular
1784569663,highway,traffic_signals,regular
1788554998,highway,traffic_signals,regular
1788555002,sound,yes,traffic_signals
1788555002,sound,yes,traffic_signals
1788555002,sound,yes,traffic_signals
1788555002,sound,yes,traffic_signals
1788607237,button_operated,no,regular
1788607237,button_operated,no,regular
1788607237,button_operated,no,regular
1788607237,button_operated,no,regular
1789820038,railway,level_crossing,regular
1789829562,amenity,place_of_worship,regular
1794443110,name,Niranaynagar garnala,regular
1806055887,railway,level_crossing,regular
1812474741,designation,Vyas Wadi cross road,regular
1822954682,railway,level_crossing,regular
1830548403,wikidata,Q2007090,brand
1830548403,wikidata,Q2007090,brand
1830548403,wikidata,Q2007090,brand
1830548403,wikidata,Q2007090,brand
1830548403,wikidata,Q2007090,brand
1830548403,wikidata,Q2007090,brand
1830570013,amenity,bank,regular
1830570013,amenity,bank,regular
1830690539,housenumber,7,addr
1830690539,housenumber,7,addr
1830690539,housenumber,7,addr
1830690539,housenumber,7,addr
1830690539,housenumber,7,addr
1855552688,building,yes,regular
1868612225,place,village,regular
1868612225,place,village,regular
1868642126,place,village,regular
1868642126,place,village,regular
1868642140,place,village,regular
1868642140,place,village,regular
1875843687,power,tower,regular
1875843688,power,tower,regular
1875843689,power,tower,regular
1875843694,power,tower,regular
1875843716,power,tower,regular
1875843727,power,tower,regular
1875843740,power,tower,regular
1875843742,power,tower,regular
1875843764,power,tower,regular
1875843765,power,tower,regular
1875843776,power,tower,regular
1875843790,power,tower,regular
1875843794,power,tower,regular
1875843801,power,tower,regular
1875843805,power,tower,regular
1875843807,power,tower,regular
1875843809,power,tower,regular
1875843817,power,tower,regular
1875843832,power,tower,regular
1875843841,power,tower,regular
1875843858,power,tower,regular
1875843860,power,tower,regular
1875843862,power,tower,regular
1875843874,power,tower,regular
1875843882,power,tower,regular
1875843884,power,tower,regular
1875843886,power,tower,regular
1875843897,power,tower,regular
1875843901,power,tower,regular
1875843908,power,tower,regular
1877437719,barrier,toll_booth,regular
1891785681,railway,level_crossing,regular
1891785692,railway,level_crossing,regular
1891785694,railway,level_crossing,regular
1891785719,railway,level_crossing,regular
1891785755,railway,level_crossing,regular
1891785797,railway,level_crossing,regular
1891785800,railway,level_crossing,regular
1891785834,railway,level_crossing,regular
1891785837,railway,level_crossing,regular
1891785854,railway,level_crossing,regular
1891785895,railway,level_crossing,regular
1891785898,railway,level_crossing,regular
1891785912,railway,level_crossing,regular
1891785913,railway,level_crossing,regular
1891785918,railway,level_crossing,regular
1891785934,railway,level_crossing,regular
1891785947,railway,level_crossing,regular
1891785951,railway,level_crossing,regular
1952514121,local_ref,BUS TERMINUS,regular
1952514121,local_ref,BUS TERMINUS,regular
1952514121,local_ref,BUS TERMINUS,regular
1952553001,amenity,fuel,regular
1952553001,amenity,fuel,regular
1964926897,operator,indian&international,regular
1964926897,operator,indian&international,regular
1964926897,operator,indian&international,regular
1964926897,operator,indian&international,regular
1964926905,postcode,380006,addr
1964926905,postcode,380006,addr
1964926905,postcode,380006,addr
1964926905,postcode,380006,addr
1964926905,postcode,380006,addr
1964926905,postcode,380006,addr
1964926905,postcode,380006,addr
1964926905,postcode,380006,addr
1973440767,housename,Shri Krishna Centre,addr
1973440767,housename,Shri Krishna Centre,addr
1973440767,housename,Shri Krishna Centre,addr
1973440767,housename,Shri Krishna Centre,addr
1973440767,housename,Shri Krishna Centre,addr
1973440767,housename,Shri Krishna Centre,addr
1973440767,housename,Shri Krishna Centre,addr
1973440773,housename,Shri Krishna Centre,addr
1973440773,housename,Shri Krishna Centre,addr
1973440773,housename,Shri Krishna Centre,addr
1973440773,housename,Shri Krishna Centre,addr
1973440773,housename,Shri Krishna Centre,addr
1973440773,housename,Shri Krishna Centre,addr
1973440773,housename,Shri Krishna Centre,addr
1973442552,housename,The House of MG,addr
1973442552,housename,The House of MG,addr
1973442552,housename,The House of MG,addr
1973442552,housename,The House of MG,addr
1973442552,housename,The House of MG,addr
1973442552,housename,The House of MG,addr
1993254318,housename,Aqualine SEZ,addr
1993254318,housename,Aqualine SEZ,addr
1993254318,housename,Aqualine SEZ,addr
1993254318,housename,Aqualine SEZ,addr
1993259041,housename,Arasuri Society,addr
1993259041,housename,Arasuri Society,addr
1993259041,housename,Arasuri Society,addr
1993259041,housename,Arasuri Society,addr
1993259041,housename,Arasuri Society,addr
2027766765,housenumber,AIA ENGINEERING LTD,addr
2027766765,housenumber,AIA ENGINEERING LTD,addr
2034297656,tourism,hotel,regular
2034297656,tourism,hotel,regular
2034596325,wikidata,Q2003797,brand
2034596325,wikidata,Q2003797,brand
2034596325,wikidata,Q2003797,brand
2034596325,wikidata,Q2003797,brand
2034596325,wikidata,Q2003797,brand
2034596325,wikidata,Q2003797,brand
2034596325,wikidata,Q2003797,brand
2034596325,wikidata,Q2003797,brand
2034614012,religion,christian,regular
2034614012,religion,christian,regular
2034614012,religion,christian,regular
2050519210,postal_code,382475,regular
2050519210,postal_code,382475,regular
2050519210,postal_code,382475,regular
2050519210,postal_code,382475,regular
2069676850,housenumber,abdul rehman hawa,addr
2069676850,housenumber,abdul rehman hawa,addr
2150108677,housenumber,Neelkanth Park,addr
2150108677,housenumber,Neelkanth Park,addr
2152033835,housenumber,B/4,addr
2152033835,housenumber,B/4,addr
2152033835,housenumber,B/4,addr
2168409680,housenumber,427,addr
2168409680,housenumber,427,addr
2168409680,housenumber,427,addr
2168409680,housenumber,427,addr
2197667117,housenumber,103,addr
2197667117,housenumber,103,addr
2207326904,power,tower,regular
2207326907,power,tower,regular
2207326909,power,tower,regular
2207326912,power,tower,regular
2207326915,power,tower,regular
2207326917,power,tower,regular
2207326919,power,tower,regular
2207326921,power,tower,regular
2207326923,power,tower,regular
2207326926,power,tower,regular
2207326928,power,tower,regular
2207326931,power,tower,regular
2207326933,power,tower,regular
2207326935,power,tower,regular
2207326937,power,tower,regular
2207326946,power,tower,regular
2207326950,power,tower,regular
2207326952,power,tower,regular
2207326957,power,tower,regular
2207326978,power,tower,regular
2207326983,power,tower,regular
2207326989,power,tower,regular
2207326996,power,tower,regular
2207327053,power,tower,regular
2207327062,power,tower,regular
2207327066,power,tower,regular
2207327072,power,tower,regular
2207327075,power,tower,regular
2207327077,power,tower,regular
2207327082,power,tower,regular
2207327086,power,tower,regular
2207327089,power,tower,regular
2207327094,power,tower,regular
2211694435,vegetarian,only,diet
2211694435,vegetarian,only,diet
2211694435,vegetarian,only,diet
2211694435,vegetarian,only,diet
2211694435,vegetarian,only,diet
2211694435,vegetarian,only,diet
2211694435,vegetarian,only,diet
2211694435,vegetarian,only,diet
2211695012,postcode,382480,addr
2211695012,postcode,382480,addr
2211695012,postcode,382480,addr
2211695012,postcode,382480,addr
2211695012,postcode,382480,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211698341,housenumber,6,addr
2211704184,motor_vehicle,no,regular
2211704184,motor_vehicle,no,regular
2211704184,motor_vehicle,no,regular
2211704184,motor_vehicle,no,regular
2211704184,motor_vehicle,no,regular
2211704184,motor_vehicle,no,regular
2211704184,motor_vehicle,no,regular
2211705413,designation,AMTS Bus Stop,regular
2211705413,designation,AMTS Bus Stop,regular
2211705413,designation,AMTS Bus Stop,regular
2211705413,designation,AMTS Bus Stop,regular
2211705923,designation,Navsarjan Stop,regular
2211705923,designation,Navsarjan Stop,regular
2211705923,designation,Navsarjan Stop,regular
2211705923,designation,Navsarjan Stop,regular
2211706795,street,"GST Crossing, New Ranip",addr
2211706795,street,"GST Crossing, New Ranip",addr
2211706795,street,"GST Crossing, New Ranip",addr
2211706795,street,"GST Crossing, New Ranip",addr
2211707797,street,"GST Crossing, New Ranip",addr
2211707797,street,"GST Crossing, New Ranip",addr
2211707797,street,"GST Crossing, New Ranip",addr
2211711828,operator,State Bank of India,regular
2211711828,operator,State Bank of India,regular
2211711828,operator,State Bank of India,regular
2211718721,railway,level_crossing,regular
2265925488,highway,bus_stop,regular
2265925488,highway,bus_stop,regular
2265925489,highway,bus_stop,regular
2265925489,highway,bus_stop,regular
2265925490,wheelchair,limited,regular
2265925490,wheelchair,limited,regular
2265925490,wheelchair,limited,regular
2265925490,wheelchair,limited,regular
2265925490,wheelchair,limited,regular
2265925490,wheelchair,limited,regular
2265925491,highway,bus_stop,regular
2265925491,highway,bus_stop,regular
2265925492,highway,bus_stop,regular
2265925492,highway,bus_stop,regular
2265925493,highway,bus_stop,regular
2265925493,highway,bus_stop,regular
2265926056,operator,Ahmedabad Janmarg Ltd.,regular
2265926056,operator,Ahmedabad Janmarg Ltd.,regular
2265926056,operator,Ahmedabad Janmarg Ltd.,regular
2265926056,operator,Ahmedabad Janmarg Ltd.,regular
2265926056,operator,Ahmedabad Janmarg Ltd.,regular
2265953631,highway,bus_stop,regular
2265953631,highway,bus_stop,regular
2265953635,highway,bus_stop,regular
2265953635,highway,bus_stop,regular
2265953636,highway,bus_stop,regular
2265953636,highway,bus_stop,regular
2265953637,highway,bus_stop,regular
2265953637,highway,bus_stop,regular
2265953638,highway,bus_stop,regular
2265953638,highway,bus_stop,regular
2265953639,highway,bus_stop,regular
2265953639,highway,bus_stop,regular
2265953642,highway,bus_stop,regular
2265953642,highway,bus_stop,regular
2265953643,highway,bus_stop,regular
2265953643,highway,bus_stop,regular
2265953644,highway,bus_stop,regular
2265953644,highway,bus_stop,regular
2265953647,highway,bus_stop,regular
2265953647,highway,bus_stop,regular
2265953648,highway,bus_stop,regular
2265953648,highway,bus_stop,regular
2265953649,highway,bus_stop,regular
2265953649,highway,bus_stop,regular
2265953650,ko,우다이푸르 사설정류장,name
2265953650,ko,우다이푸르 사설정류장,name
2265953650,ko,우다이푸르 사설정류장,name
2265953651,highway,bus_stop,regular
2265953651,highway,bus_stop,regular
2265953652,highway,bus_stop,regular
2265953652,highway,bus_stop,regular
2265953653,highway,bus_stop,regular
2265953653,highway,bus_stop,regular
2288821633,place,neighbourhood,regular
2288821633,place,neighbourhood,regular
2288824667,highway,bus_stop,regular
2288824667,highway,bus_stop,regular
2288824668,highway,bus_stop,regular
2288824668,highway,bus_stop,regular
2288838216,place,hamlet,regular
2288838216,place,hamlet,regular
2328313311,railway,level_crossing,regular
2339901859,power,tower,regular
2339901864,power,tower,regular
2339901869,power,tower,regular
2339901873,power,tower,regular
2339901876,power,tower,regular
2339901881,power,tower,regular
2339901885,power,tower,regular
2339901888,power,tower,regular
2339901893,power,tower,regular
2339901898,power,tower,regular
2339901901,power,tower,regular
2339901903,power,tower,regular
2339901914,power,tower,regular
2339901917,power,tower,regular
2339901926,power,tower,regular
2339901929,power,tower,regular
2339901947,power,tower,regular
2339901949,power,tower,regular
2356244411,power,tower,regular
2356244417,power,tower,regular
2356244420,power,tower,regular
2356244426,power,tower,regular
2356244447,power,tower,regular
2356244451,power,tower,regular
2356244458,power,tower,regular
2356244461,power,tower,regular
2356244470,power,tower,regular
2356244476,power,tower,regular
2356244482,power,tower,regular
2356244488,power,tower,regular
2356244490,power,tower,regular
2356244497,power,tower,regular
2356244500,power,tower,regular
2356244503,power,tower,regular
2356244515,power,tower,regular
2356244519,power,tower,regular
2356244521,power,tower,regular
2356244523,power,tower,regular
2356244526,power,tower,regular
2356244532,power,tower,regular
2356244535,power,tower,regular
2356244541,power,tower,regular
2356244548,power,tower,regular
2356244563,power,tower,regular
2356244576,power,tower,regular
2356244585,power,tower,regular
2356244588,power,tower,regular
2356244607,power,tower,regular
2356244610,power,tower,regular
2356244619,power,tower,regular
2356244621,power,tower,regular
2356244630,power,tower,regular
2356244632,power,tower,regular
2356244683,power,tower,regular
2356244717,power,tower,regular
2356244729,power,tower,regular
2356244732,power,tower,regular
2356244735,power,tower,regular
2356244744,power,tower,regular
2356244765,power,tower,regular
2356244773,power,tower,regular
2356244777,power,tower,regular
2356244782,power,tower,regular
2356244786,power,tower,regular
2356244791,power,tower,regular
2356244793,power,tower,regular
2356244799,power,tower,regular
2356244803,power,tower,regular
2356244809,power,tower,regular
2356244813,power,tower,regular
2356244817,power,tower,regular
2356244822,power,tower,regular
2356244826,power,tower,regular
2356244830,power,tower,regular
2356244832,power,tower,regular
2356244836,power,tower,regular
2356244845,power,tower,regular
2356244854,power,tower,regular
2356244855,power,tower,regular
2356244864,power,tower,regular
2356244867,power,tower,regular
2356244869,power,tower,regular
2356244876,power,tower,regular
2356244879,power,tower,regular
2356244884,power,tower,regular
2356244894,power,tower,regular
2356244901,power,tower,regular
2356244911,power,tower,regular
2356244917,power,tower,regular
2356244926,power,tower,regular
2356244935,power,tower,regular
2356244940,power,tower,regular
2356244944,power,tower,regular
2356244949,power,tower,regular
2356244955,power,tower,regular
2356244957,power,tower,regular
2356244960,power,tower,regular
2356244963,power,tower,regular
2356244965,power,tower,regular
2356244968,power,tower,regular
2356244969,power,tower,regular
2356244974,power,tower,regular
2356244976,power,tower,regular
2356244979,power,tower,regular
2356244983,power,tower,regular
2356244986,power,tower,regular
2356244988,power,tower,regular
2356245078,power,tower,regular
2360682950,railway,level_crossing,regular
2360682961,railway,level_crossing,regular
2360683018,railway,crossing,regular
2360683051,railway,level_crossing,regular
2360683066,railway,level_crossing,regular
2360683067,railway,level_crossing,regular
2360719668,railway,level_crossing,regular
2360744785,railway,level_crossing,regular
2360744826,railway,level_crossing,regular
2360744854,railway,level_crossing,regular
2360744941,railway,level_crossing,regular
2371204902,junction,yes,regular
2371204902,junction,yes,regular
2373957875,railway,level_crossing,regular
2376612715,railway,station,regular
2376612715,railway,station,regular
2376612715,railway,station,regular
2376626693,amenity,restaurant,regular
2376626693,amenity,restaurant,regular
2377178365,tourism,guest_house,regular
2377178365,tourism,guest_house,regular
2377178367,hairdresser,barber,regular
2377178367,hairdresser,barber,regular
2377178367,hairdresser,barber,regular
2377178369,tourism,guest_house,regular
2377178369,tourism,guest_house,regular
2377178375,fee,no,internet_access
2377178375,fee,no,internet_access
2377178375,fee,no,internet_access
2377178375,fee,no,internet_access
2377178375,fee,no,internet_access
2377178375,fee,no,internet_access
2377178375,fee,no,internet_access
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178378,opening_hours,Mo-Su 7:00-22:00,regular
2377178382,tourism,guest_house,regular
2377178382,tourism,guest_house,regular
2377178386,religion,muslim,regular
2377178386,religion,muslim,regular
2377178386,religion,muslim,regular
2377178387,tourism,guest_house,regular
2377178387,tourism,guest_house,regular
2377178390,tourism,guest_house,regular
2377178390,tourism,guest_house,regular
2377178392,city,Ahmedabad,addr
2377178392,city,Ahmedabad,addr
2377178392,city,Ahmedabad,addr
2377178394,postcode,380001,addr
2377178394,postcode,380001,addr
2377178394,postcode,380001,addr
2377178394,postcode,380001,addr
2377178396,postcode,380001,addr
2377178396,postcode,380001,addr
2377178396,postcode,380001,addr
2377178396,postcode,380001,addr
2377178399,postcode,380001,addr
2377178399,postcode,380001,addr
2377178399,postcode,380001,addr
2377178399,postcode,380001,addr
2377178502,religion,hindu,regular
2377178502,religion,hindu,regular
2377178502,religion,hindu,regular
2377178503,street,Swami Vivekananda Road,addr
2377178503,street,Swami Vivekananda Road,addr
2377178503,street,Swami Vivekananda Road,addr
2377178503,street,Swami Vivekananda Road,addr
2377178504,religion,hindu,regular
2377178504,religion,hindu,regular
2377178505,tourism,guest_house,regular
2377178507,wikipedia,en:Teen Darwaza,regular
2377178507,wikipedia,en:Teen Darwaza,regular
2377178507,wikipedia,en:Teen Darwaza,regular
2377178507,wikipedia,en:Teen Darwaza,regular
2377178512,amenity,fuel,regular
2377178528,barrier,gate,regular
2377178528,barrier,gate,regular
2470827000,postcode,380015,addr
2470827000,postcode,380015,addr
2470827000,postcode,380015,addr
2470827000,postcode,380015,addr
2470827000,postcode,380015,addr
2470827000,postcode,380015,addr
2476537876,name,City Pulse,regular
2476545321,place,neighbourhood,regular
2476545321,place,neighbourhood,regular
2477163124,housenumber,New- Vadaj,addr
2477163124,housenumber,New- Vadaj,addr
2477163124,housenumber,New- Vadaj,addr
2477163124,housenumber,New- Vadaj,addr
2477163124,housenumber,New- Vadaj,addr
2477163124,housenumber,New- Vadaj,addr
2477163124,housenumber,New- Vadaj,addr
2477163124,housenumber,New- Vadaj,addr
2477164087,material,steel,regular
2477164087,material,steel,regular
2477167113,housename,Shivam Appartment,addr
2477167113,housename,Shivam Appartment,addr
2477167113,housename,Shivam Appartment,addr
2477167113,housename,Shivam Appartment,addr
2477167113,housename,Shivam Appartment,addr
2477167113,housename,Shivam Appartment,addr
2477167113,housename,Shivam Appartment,addr
2477171588,housename,"G-89/1068, Shivam Appartment",addr
2477171588,housename,"G-89/1068, Shivam Appartment",addr
2477171588,housename,"G-89/1068, Shivam Appartment",addr
2477171588,housename,"G-89/1068, Shivam Appartment",addr
2477171588,housename,"G-89/1068, Shivam Appartment",addr
2477171588,housename,"G-89/1068, Shivam Appartment",addr
2477174077,cuisine,"Punjabi,_SouthIndia,_Gujarati Thali.",regular
2477174077,cuisine,"Punjabi,_SouthIndia,_Gujarati Thali.",regular
2477174077,cuisine,"Punjabi,_SouthIndia,_Gujarati Thali.",regular
2489654075,housenumber,31,addr
2489654075,housenumber,31,addr
2524135729,religion,hindu,regular
2524135729,religion,hindu,regular
2524135729,religion,hindu,regular
2524142390,amenity,college,regular
2524142390,amenity,college,regular
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2528008220,housenumber,"15-A/3, Vadilal Staff Society",addr
2529047689,amenity,hospital,regular
2529047689,amenity,hospital,regular
2529047694,junction,yes,regular
2529047694,junction,yes,regular
2529047697,name,Kankaria Kids' City,regular
2529047702,amenity,school,regular
2529047702,amenity,school,regular
2529047713,shop,bicycle,regular
2529047713,shop,bicycle,regular
2529047717,building,commercial,regular
2529047717,building,commercial,regular
2529047723,amenity,college,regular
2529047723,amenity,college,regular
2529047726,amenity,post_office,regular
2529047726,amenity,post_office,regular
2531095116,man_made,petroleum_well,regular
2531100667,amenity,drinking_water,regular
2531100773,amenity,drinking_water,regular
2531100902,amenity,drinking_water,regular
2531101032,amenity,drinking_water,regular
2531101150,amenity,drinking_water,regular
2531101257,religion,jain,regular
2531101257,religion,jain,regular
2531101257,religion,jain,regular
2531101371,amenity,library,regular
2531101371,amenity,library,regular
2531160698,barrier,sally_port,regular
2531160698,barrier,sally_port,regular
2531189392,man_made,flagpole,regular
2531189399,man_made,flagpole,regular
2531189406,office,administrative,regular
2531189414,office,educational_institution,regular
2531189421,office,educational_institution,regular
2598103763,housename,Maninagar,addr
2598103763,housename,Maninagar,addr
2598103763,housename,Maninagar,addr
2598103763,housename,Maninagar,addr
2598103763,housename,Maninagar,addr
2598103763,housename,Maninagar,addr
2598103763,housename,Maninagar,addr
2598607799,Business,Graphtek System,regular
2598607799,Business,Graphtek System,regular
2598607799,Business,Graphtek System,regular
2598612880,junction,yes,regular
2598612880,junction,yes,regular
2598613599,junction,yes,regular
2598613599,junction,yes,regular
2599148924,postcode,380008,addr
2599148924,postcode,380008,addr
2599148924,postcode,380008,addr
2599148924,postcode,380008,addr
2599148924,postcode,380008,addr
2599148924,postcode,380008,addr
2599150148,postcode,380008,addr
2599150148,postcode,380008,addr
2599150148,postcode,380008,addr
2599150148,postcode,380008,addr
2599227097,postcode,380008,addr
2599227097,postcode,380008,addr
2599227097,postcode,380008,addr
2599227097,postcode,380008,addr
2599227097,postcode,380008,addr
2599227097,postcode,380008,addr
2599227752,postcode,380008,addr
2599227752,postcode,380008,addr
2599227752,postcode,380008,addr
2599227752,postcode,380008,addr
2599227796,postcode,380008,addr
2599227796,postcode,380008,addr
2599227796,postcode,380008,addr
2599227796,postcode,380008,addr
2599227796,postcode,380008,addr
2599227796,postcode,380008,addr
2599227999,postcode,380008,addr
2599227999,postcode,380008,addr
2599227999,postcode,380008,addr
2599227999,postcode,380008,addr
2599227999,postcode,380008,addr
2599227999,postcode,380008,addr
2599230786,postcode,380008,addr
2599230786,postcode,380008,addr
2599230786,postcode,380008,addr
2612234592,power,tower,regular
2612234593,power,tower,regular
2625837278,name,Mother Milk Palace,regular
2631872456,wheelchair,no,regular
2631872456,wheelchair,no,regular
2631872456,wheelchair,no,regular
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2669084968,postcode,380001,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2679948361,housenumber,148-A,addr
2699807313,amenity,cinema,regular
2699807313,amenity,cinema,regular
2699808827,amenity,school,regular
2699808827,amenity,school,regular
2699812684,religion,hindu,regular
2699812684,religion,hindu,regular
2699812684,religion,hindu,regular
2699818334,postcode,380061,addr
2699818334,postcode,380061,addr
2699818334,postcode,380061,addr
2699818334,postcode,380061,addr
2699821694,postcode,380061,addr
2699821694,postcode,380061,addr
2699821694,postcode,380061,addr
2699821694,postcode,380061,addr
2699822722,postcode,380061,addr
2699822722,postcode,380061,addr
